Driver,LapTime,TotalTimeSeconds,TimeGapToLeader,Season,Event,Round
NOR,0 days 00:01:13.817000,73.817,0.0,2024,Dutch Grand Prix,15
VER,0 days 00:01:15.889000,75.889,2.0720000000000027,2024,Dutch Grand Prix,15
PIA,0 days 00:01:15.092000,75.092,1.2750000000000057,2024,Dutch Grand Prix,15
RUS,0 days 00:01:14.459000,74.459,0.6420000000000101,2024,Dutch Grand Prix,15
PER,0 days 00:01:14.956000,74.956,1.13900000000001,2024,Dutch Grand Prix,15
LEC,0 days 00:01:14.765000,74.765,0.9480000000000075,2024,Dutch Grand Prix,15
SAI,0 days 00:01:14.631000,74.631,0.8140000000000072,2024,Dutch Grand Prix,15
HAM,0 days 00:01:15.688000,75.688,1.8710000000000093,2024,Dutch Grand Prix,15
NOR,0 days 00:01:21.432000,81.432,0.0,2024,Italian Grand Prix,16
PIA,0 days 00:01:21.943000,81.943,0.5109999999999957,2024,Italian Grand Prix,16
RUS,0 days 00:01:22.700000,82.7,1.2680000000000007,2024,Italian Grand Prix,16
LEC,0 days 00:01:23.268000,83.268,1.8359999999999985,2024,Italian Grand Prix,16
SAI,0 days 00:01:23.219000,83.219,1.786999999999992,2024,Italian Grand Prix,16
HAM,0 days 00:01:21.512000,81.512,0.0799999999999983,2024,Italian Grand Prix,16
VER,0 days 00:01:23.711000,83.711,2.2789999999999964,2024,Italian Grand Prix,16
PER,0 days 00:01:24.511000,84.511,3.0789999999999935,2024,Italian Grand Prix,16
ALB,0 days 00:01:23.918000,83.918,2.486000000000004,2024,Italian Grand Prix,16
ALO,0 days 00:01:23.686000,83.686,2.254000000000005,2024,Italian Grand Prix,16
RIC,0 days 00:01:24.347000,84.347,2.914999999999992,2024,Italian Grand Prix,16
MAG,0 days 00:01:23.715000,83.715,2.2830000000000013,2024,Italian Grand Prix,16
COL,0 days 00:01:23.728000,83.728,2.2959999999999923,2024,Italian Grand Prix,16
PIA,0 days 00:01:47.258000,107.258,0.0,2024,Azerbaijan Grand Prix,17
NOR,0 days 00:01:37.922000,97.922,1.0529999999999973,2024,Singapore Grand Prix,18
VER,0 days 00:01:36.931000,96.931,0.06199999999999761,2024,Singapore Grand Prix,18
HAM,0 days 00:01:39.693000,99.693,2.823999999999998,2024,Singapore Grand Prix,18
RUS,0 days 00:01:38.155000,98.155,1.2860000000000014,2024,Singapore Grand Prix,18
PIA,0 days 00:01:36.869000,96.869,0.0,2024,Singapore Grand Prix,18
LEC,0 days 00:01:38.726000,98.726,1.8569999999999993,2024,Singapore Grand Prix,18
SAI,0 days 00:01:39.771000,99.771,2.902000000000001,2024,Singapore Grand Prix,18
VER,0 days 00:01:39.018000,99.018,1.2600000000000051,2024,United States Grand Prix,19
GAS,0 days 00:01:38.769000,98.769,1.01100000000001,2024,United States Grand Prix,19
PER,0 days 00:01:39.570000,99.57,1.8119999999999976,2024,United States Grand Prix,19
LEC,0 days 00:01:39.518000,99.518,1.7600000000000051,2024,United States Grand Prix,19
MAG,0 days 00:01:38.210000,98.21,0.4519999999999982,2024,United States Grand Prix,19
HUL,0 days 00:01:39,99.0,1.2420000000000044,2024,United States Grand Prix,19
LAW,0 days 00:01:39.273000,99.273,1.5150000000000006,2024,United States Grand Prix,19
NOR,0 days 00:01:37.758000,97.758,0.0,2024,United States Grand Prix,19
COL,0 days 00:01:38.488000,98.488,0.730000000000004,2024,United States Grand Prix,19
SAI,0 days 00:01:41.083000,101.083,3.325000000000003,2024,United States Grand Prix,19
RUS,0 days 00:01:37.955000,97.955,0.19700000000000273,2024,United States Grand Prix,19
PIA,0 days 00:01:39.112000,99.112,1.3539999999999992,2024,United States Grand Prix,19
SAI,0 days 00:01:20.585000,80.585,2.2489999999999952,2024,Mexico City Grand Prix,20
VER,0 days 00:01:21.570000,81.57,3.2339999999999947,2024,Mexico City Grand Prix,20
NOR,0 days 00:01:20.363000,80.363,2.027000000000001,2024,Mexico City Grand Prix,20
LEC,0 days 00:01:18.336000,78.336,0.0,2024,Mexico City Grand Prix,20
RUS,0 days 00:01:21.359000,81.359,3.022999999999996,2024,Mexico City Grand Prix,20
HAM,0 days 00:01:20.942000,80.942,2.6059999999999945,2024,Mexico City Grand Prix,20
MAG,0 days 00:01:21.905000,81.905,3.5690000000000026,2024,Mexico City Grand Prix,20
PIA,0 days 00:01:21.531000,81.531,3.1950000000000074,2024,Mexico City Grand Prix,20
VER,0 days 00:01:21.322000,81.322,0.0,2024,São Paulo Grand Prix,21
GAS,0 days 00:01:22.436000,82.436,1.1140000000000043,2024,São Paulo Grand Prix,21
PER,0 days 00:01:22.222000,82.222,0.8999999999999915,2024,São Paulo Grand Prix,21
ALO,0 days 00:01:23.919000,83.919,2.596999999999994,2024,São Paulo Grand Prix,21
LEC,0 days 00:01:22.994000,82.994,1.671999999999997,2024,São Paulo Grand Prix,21
TSU,0 days 00:01:21.828000,81.828,0.5060000000000002,2024,São Paulo Grand Prix,21
ZHO,0 days 00:01:23.701000,83.701,2.3789999999999907,2024,São Paulo Grand Prix,21
LAW,0 days 00:01:22.533000,82.533,1.2109999999999985,2024,São Paulo Grand Prix,21
OCO,0 days 00:01:22.264000,82.264,0.9419999999999931,2024,São Paulo Grand Prix,21
NOR,0 days 00:01:21.819000,81.819,0.4969999999999999,2024,São Paulo Grand Prix,21
HAM,0 days 00:01:22.041000,82.041,0.7189999999999941,2024,São Paulo Grand Prix,21
BEA,0 days 00:01:22.839000,82.839,1.516999999999996,2024,São Paulo Grand Prix,21
RUS,0 days 00:01:22.189000,82.189,0.8669999999999902,2024,São Paulo Grand Prix,21
BOT,0 days 00:01:23.003000,83.003,1.6809999999999974,2024,São Paulo Grand Prix,21
PIA,0 days 00:01:21.532000,81.532,0.20999999999999375,2024,São Paulo Grand Prix,21
RUS,0 days 00:01:37.867000,97.867,2.9909999999999997,2024,Las Vegas Grand Prix,22
SAI,0 days 00:01:36.759000,96.759,1.8829999999999956,2024,Las Vegas Grand Prix,22
LEC,0 days 00:01:37.218000,97.218,2.3419999999999987,2024,Las Vegas Grand Prix,22
VER,0 days 00:01:37.210000,97.21,2.333999999999989,2024,Las Vegas Grand Prix,22
NOR,0 days 00:01:34.876000,94.876,0.0,2024,Las Vegas Grand Prix,22
TSU,0 days 00:01:38.064000,98.064,3.187999999999988,2024,Las Vegas Grand Prix,22
PIA,0 days 00:01:38.272000,98.272,3.396000000000001,2024,Las Vegas Grand Prix,22
HUL,0 days 00:01:37.575000,97.575,2.698999999999998,2024,Las Vegas Grand Prix,22
HAM,0 days 00:01:38.117000,98.117,3.2409999999999997,2024,Las Vegas Grand Prix,22
MAG,0 days 00:01:37.305000,97.305,2.429000000000002,2024,Las Vegas Grand Prix,22
ZHO,0 days 00:01:38.399000,98.399,3.522999999999996,2024,Las Vegas Grand Prix,22
LAW,0 days 00:01:37.519000,97.519,2.6430000000000007,2024,Las Vegas Grand Prix,22
PER,0 days 00:01:38.017000,98.017,3.140999999999991,2024,Las Vegas Grand Prix,22
ALO,0 days 00:01:37.980000,97.98,3.103999999999999,2024,Las Vegas Grand Prix,22
STR,0 days 00:01:37.939000,97.939,3.062999999999988,2024,Las Vegas Grand Prix,22
COL,0 days 00:01:39.731000,99.731,4.85499999999999,2024,Las Vegas Grand Prix,22
VER,0 days 00:01:23.776000,83.776,0.5349999999999966,2024,Qatar Grand Prix,23
GAS,0 days 00:01:23.937000,83.937,0.695999999999998,2024,Qatar Grand Prix,23
ALO,0 days 00:01:23.667000,83.667,0.42600000000000193,2024,Qatar Grand Prix,23
LEC,0 days 00:01:23.559000,83.559,0.31799999999999784,2024,Qatar Grand Prix,23
MAG,0 days 00:01:24.827000,84.827,1.5859999999999985,2024,Qatar Grand Prix,23
TSU,0 days 00:01:27.125000,87.125,3.8840000000000003,2024,Qatar Grand Prix,23
ZHO,0 days 00:01:23.889000,83.889,0.6479999999999961,2024,Qatar Grand Prix,23
LAW,0 days 00:01:26.522000,86.522,3.281000000000006,2024,Qatar Grand Prix,23
NOR,0 days 00:01:23.271000,83.271,0.030000000000001137,2024,Qatar Grand Prix,23
HAM,0 days 00:01:25.086000,85.086,1.8449999999999989,2024,Qatar Grand Prix,23
SAI,0 days 00:01:23.905000,83.905,0.6640000000000015,2024,Qatar Grand Prix,23
RUS,0 days 00:01:23.477000,83.477,0.2360000000000042,2024,Qatar Grand Prix,23
BOT,0 days 00:01:27.014000,87.014,3.772999999999996,2024,Qatar Grand Prix,23
PIA,0 days 00:01:23.241000,83.241,0.0,2024,Qatar Grand Prix,23
VER,0 days 00:01:28.780000,88.78,0.9959999999999951,2024,Abu Dhabi Grand Prix,24
GAS,0 days 00:01:30.865000,90.865,3.080999999999989,2024,Abu Dhabi Grand Prix,24
ALO,0 days 00:01:28.621000,88.621,0.8369999999999891,2024,Abu Dhabi Grand Prix,24
LEC,0 days 00:01:29.918000,89.918,2.1340000000000003,2024,Abu Dhabi Grand Prix,24
HUL,0 days 00:01:30.040000,90.04,2.2560000000000002,2024,Abu Dhabi Grand Prix,24
NOR,0 days 00:01:29.858000,89.858,2.073999999999998,2024,Abu Dhabi Grand Prix,24
HAM,0 days 00:01:27.784000,87.784,0.0,2024,Abu Dhabi Grand Prix,24
SAI,0 days 00:01:28.031000,88.031,0.2469999999999999,2024,Abu Dhabi Grand Prix,24
RUS,0 days 00:01:29.592000,89.592,1.8079999999999927,2024,Abu Dhabi Grand Prix,24
PIA,0 days 00:01:28.010000,88.01,0.2259999999999991,2024,Abu Dhabi Grand Prix,24
